# locale=zh	language=Simplified Chinese	source=D:\soft\Steam\steamapps\common\Crimson Desert\Save Editor\locale\names_zh.json
# item_key	category	current_language_name	english_name	internal_name	slotType	inventoryCategory
1000194	ChestArmor	德梅尼斯革命军布制盔甲	Demenissian Rebel Cloth Armor	RevolutionaryArmy_Fabric_Armor_II	5	1
1000195	ChestArmor	德梅尼斯革命军布制盔甲	Demenissian Rebel Cloth Armor	RevolutionaryArmy_Fabric_Armor_III	5	1
1000196	Gloves	德梅尼斯革命军皮制手套	Demenissian Rebel Leather Gloves	RevolutionaryArmy_Leather_Gloves	6	1
1000197	ChestArmor	布利德炼金术士布制盔甲	Bleed Alchemist's Cloth Armor	Bleed_Alchemist_Fabric_Armor_I	5	1
1000198	Backpack	农用喷雾器	Field Sprayer	Sprayer_BackPack	13	1
1000199	Recipe	烹饪：蛋衣烤蔬菜	Recipe: Battered Vegetables	Recipe_Pan_fried_Vegetable_Pancake	65535	2
1000200	Helmet	野狼追踪者头盔	Wolf Tracker Helm	Wolf_Pursuer_Fabric_Helm	4	1
1000201	Shield	符文行者头部盾牌	Runewalker Shield	LakeGolem_OnehandShield	1	1
1000202	Helmet	窃取电路头盔	Circuit Hijacking Helm	Hacking_PlateArmor_Helm	4	1
1000203	Cloak	贝根布制披风	Beighen Cloth Cloak	Militia_Fabric_Cloak_I	69	1
1000204	ChestArmor	威尔斯叛军轻型布制盔甲	Wells Rebel Light Cloth Armor	Wells_Brigade_Rebel_Fabric_Armor_II	5	1
1000205	ChestArmor	卡利班工兵布制盔甲	Caliburn's Combat Engineer Cloth Armor	Caliburn_Engineer_Fabric_Armor	5	1
1000206	ChestArmor	威尔斯叛军布制盔甲	Turncoat Cloth Armor	Wells_Brigade_Rebel_Fabric_Armor_I	5	1
1000207	ChestArmor	威尔斯叛军皮制盔甲	Wells Rebel's Leather Armor	Wells_Brigade_Rebel_Leather_Armor_I	5	1
1000208	ChestArmor	威尔斯叛军锁链盔甲	Turncoat Chain Mail	Wells_Brigade_Rebel_ChainMail_Armor_I	5	1
1000209	ChestArmor	威尔斯叛军锁链盔甲	Turncoat Chain Mail	Wells_Brigade_Rebel_ChainMail_Armor_II	5	1
1000210	ChestArmor	威尔斯叛军板金盔甲	Turncoat Plate Armor	Wells_Brigade_Rebel_PlateArmor_Armor_II	5	1
1000211	ChestArmor	威尔斯叛军板金盔甲	Turncoat Plate Armor	Wells_Brigade_Rebel_PlateArmor_Armor_III	5	1
1000212	ChestArmor	威尔斯叛军板金盔甲	Turncoat Plate Armor	Wells_Brigade_Rebel_PlateArmor_Armor_I	5	1
1000213	Misc	四足蝶	Yellow Comma Butterfly	Item_Eastern_Comma	65535	2
1000214	ChestArmor	威尔斯叛军布制盔甲	Turncoat Cloth Armor	Wells_Brigade_Rebel_Fabric_Armor_III	5	1
1000215	ChestArmor	卡利班工兵布制盔甲	Caliburn's Combat Engineer Cloth Armor	Caliburn_Engineer_Fabric_Armor_I	5	1
1000216	ChestArmor	卡利班工兵布制盔甲	Caliburn's Combat Engineer Cloth Armor	Caliburn_Engineer_Fabric_Armor_II	5	1
1000217	ChestArmor	卡利班工兵布制盔甲	Caliburn's Combat Engineer Cloth Armor	Caliburn_Engineer_Fabric_Armor_III	5	1
1000218	ChestArmor	卡利班工兵布制盔甲	Caliburn's Combat Engineer Cloth Armor	Caliburn_Engineer_Fabric_Armor_IV	5	1
1000219	Gloves	卡利班工兵皮制手套	Caliburn's Combat Engineer Leather Gloves	Caliburn_Engineer_Leather_Gloves	6	1
1000220	Helmet	改良型莱比板金头盔	Modified Rahbae Plate Helm	Rybee_PlateArmor_Helm_I	4	1
1000221	Helmet	科技帽子	Tech Hat	Gadget_Fabric_Helm	4	1
1000222	Misc	红珠灰蝶	Red Lycaenid Butterfly	Item_Lustrous_Copper	65535	2
1000223	Misc	蓝灰蝶	Blue Lycaenid Butterfly	Item_Blue_Copper	65535	2
1000224	Ammo	箭束	Bundle of Arrows	MultiArrow_Package_Small	65535	2
1000225	ChestArmor	冰冷黑暗板金盔甲	Plate Armor of the Shadows	DarknessKing_PlateArmor_Armor	5	1
1000226	Misc	白点弄蝶	Grizzled Skipper Butterfly	Item_Grizzled_Skipper	65535	2
1000227	Misc	蓝尾蝶	Blue Tailed Butterfly	Item_Eastern_Tailed_Blue	65535	2
1000228	Consumable	梅莉娅拉的中阶药剂	Meliara's Elixir	Potion_StatBuff_Tier2_0003	65535	2
1000229	Consumable	赫丁的中阶药剂	Haiden's Elixir	Potion_StatBuff_Tier2_0004	65535	2
1000230	Consumable	阿斯特丽德的中阶药剂	Astrid's Elixir	Potion_StatBuff_Tier2_0005	65535	2
1000231	Helmet	警卫用比吉奥内	Guard Visione	Marni_Devotee_PlateArmor_Helm_II	4	1
1000232	Helmet	军用比吉奥内	Military Visione	Marni_Devotee_PlateArmor_Helm_III	4	1
1000233	Helmet	初期型比吉奥内	Prototype Visione	Marni_Devotee_PlateArmor_Helm_IV	4	1
1000234	Misc	芦苇恶魔的面具	Mask of the Devil of the Reed Field	ReedDevil_Mask	65535	2
1000235	Recipe	烹饪：颗粒果肉饮料	Recipe: Fruit Punch	Recipe_Fruit_Porridge	65535	2
1000236	Helmet	点火头盔	Helm of Ignition	Heat_PlateArmor_Helm	4	1
1000237	OneHandWeapon	背叛铁锤	Mace of Betrayal	Silver_Armor_OneHandMace	19	1
1000238	OneHandWeapon	沙漠之锤	Desert Hammer	AbyssReward_Desert_OneHandMace	19	1
1000239	TwoHandWeapon	觉醒之魂	Awakened Spirit	Forgotten_General_TwoHandAlebard	33	1
1000240	ChestArmor	原教旨主义者布制盔甲	Fundamentalist's Cloth Armor	Regglin_Fabric_Armor_III	5	1
1000241	ChestArmor	金刚雀鬼布制盔甲	Gilded Goblin's Cloth Armor	Regglin_Fabric_Armor_IV	5	1
1000242	Shield	圣人的庇护	Saint's Blessing	Ribentain_Priest_OneHandShield	1	1
1000243	Boots	原教旨主义者哥布林皮制鞋子	Fundamentalist Goblin Leather Boots	Regglin_Leather_Boots	7	1
1000244	Recipe	烹饪：糖渍水果	Recipe: Pickled Fruit	Recipe_Pan_fried_Fruit_Pancake	65535	2
1000245	TwoHandWeapon	利贝坦祭司的长枪	Reventine Priest's Spear	Ribentain_Priest_TwoHandSpear	21	1
1000246	ChestArmor	骑马服	Riding Attire	Riding_Fabric_Armor	5	1
1000247	Helmet	骑马用皮革帽	Leather Riding Hat	riding_Leather_Helm	4	1
1000248	Gloves	驯兽师的抚触	Master Trainer's Touch	riding_Leather_Gloves	6	1
1000249	Boots	骑马鞋	Riding Boots	riding_Leather_Boots	7	1
1000250	TwoHandWeapon	卡尔佩德小型旗帜	Small Calphadean Banner Pike	Calphade_Flag_I	23	1
1000251	Ring	佩伦之印	Pailunese Signet	Pailune_Nobility_Degree_I	10	1
1000252	Shield	金箔盾牌	Gilded Shield	Gilded_OneHandShield	1	1
1000253	TowerShield	金箔大型盾牌	Large Gilded Shield	Gilded_OneHandTowerShield	32	1
1000254	Misc	棋点蝶	Theona Checkerspot Butterfly	Item_Theona_Checkerspot	65535	2
1000255	Boots	战场之光板金鞋子	Light of the Battlefield Plate Boots	Demian_Plate_Boots_VI	7	1
1000256	Misc	冒险家的食物包B型	Adventurer's Cooking Inventory Type B	Item_Set_B_RestArea	65535	2
1000257	Recipe	烹饪：蛋衣烤谷物	Recipe: Battered Grains	Recipe_Pan_fried_Grain_Pancake	65535	2
1000258	TwoHandWeapon	反卡利班告示牌	Anti-Caliburn Signboard	Anti_Caliburn_Picket	23	1
1000259	Boots	水雾步履鞋子	Vaporwalker	WaterSliding_Plate_Boots	7	1
1000260	OneHandWeapon	魂侍之剑	Specter Sword	Soulknight_Sprit_OneHandSword	0	1
1000261	VehicleGear	A.T.A.G.手套 Mk I	A.T.A.G. Plating Mk I	WarRobot_Body_01	80	1
1000262	Backpack	罪犯金矿石背囊	Outlaw's Gold Ore Pack	Wanted_Criminal_BackPack_I	66	1
1000263	Helmet	草制头盔	Straw Bale Helm	Straw_Fabric_Helm	4	1
1000264	Helmet	哥布林南瓜头盔	Goblin Pumpkin Helm	Goblin_Pumpkin_Helm_I	4	1
1000265	Misc	鹰身女妖羽毛	Harpy Feather	Harpy_Feather	65535	2
1000266	Shield	古代盾牌	Ancient Shield	Ancient_Shield	1	1
1000267	TwoHandWeapon		LightSaber TwoHandSword	LightSaber_TwoHandSword	17	1
1000268	Cloak	布杜尔锁链披风	Bedure Chain Cloak	Vdure_ChainMail_Cloak	69	1
1000269	Ring		Dev Speed Ring	Dev_Speed_Ring	10	1
1000270	Cloak	黑翼皮制披风	Blackwing Leather Cloak	Douglas_Leather_Cloak	69	1
1000271	Misc	被绑架的女巫的记忆	Memory of the Kidnapped Witch	Visione_Chip_Witch_Kidnapped_Memory	65535	2
1000272	Cloak	埃尔南德仪仗队披风	Hernandian Honor Guard Cloak	Hernand_GuardCaptain_Fabric_Cloak	69	1
1000273	Cloak	暗巷统治者布制披风	Dark Ringleader's Cloth Cloak	Tychaon_Fabric_Cloak	69	1
1000274	Cloak	骑马披风	Riding Cloak	Riding_Fabric_Cloak	69	1
1000275	Cloak	塔里布布制披风	Tariv Cloth Cloak	Tarif_Fabric_Cloak	69	1
1000276	Cloak	炽热苍穹布制披风	Skyblazer Cloth Cloak	Scalaphynion_Fabric_Cloak	69	1
1000277	Cloak	佩伦披风	Pailunese Cloak	Lunosier_Fabric_Cloak	69	1
1000278	Cloak	德雷西亚布制披风	Delesyian Cloth Cloak	Varantine_Fabric_Cloak	69	1
1000279	Cloak	面具解放者的布制披风	The Masked Liberator's Cloth Cloak	Heisellen_Fabric_Cloak	69	1
1000280	Gloves	月之死神板金手套	Lunar Reapers' Plate Gloves	Moonhead_PlateArmor_Gloves	6	1
1000281	Misc	冒险家的食物包C型	Adventurer's Cooking Inventory Type C	Item_Set_C_RestArea	65535	2
1000282	Misc	独角兽玻璃工艺品	Unicorn Glass Art	Collection_Prop_Glasscraft_0003	65535	2
1000283	Cloak	金风商会布制披风	Goldleaves' Cloth Cloak	Goblin_Merchant_Fabric_Cloak_���	69	1
1000284	Cloak	金风商会布制披风	Goldleaves' Cloth Cloak	Goblin_Merchant_Fabric_Cloak_���	69	1
1000285	Cloak	北方战士的锁链披风	Northern Fighter's Chain Cloak	Lyfellen_ChainMail_Cloak	69	1
1000286	Cloak	龙焰披风	Dragon Flame Cloak	Dragon_Knight_Commander_ChainMail_Cloak	69	1
1000287	Cloak	绯红追击者锁链披风	Crimson Chaser Chain Cloak	Redsentinel_ChainMail_Cloak	69	1
1000288	Misc	海豚玻璃工艺品	Dolphin Glass Art	Collection_Prop_Glasscraft_0004	65535	2
1000289	Cloak	饥饿獠牙皮制披风	Hungering Fang Leather Cloak	Ludvic_Leather_Cloak	69	1
1000290	Cloak	失落王国的皮质披风	Leather Cloak of the Fallen Kingdom	Deerking_Leather_Cloak	69	1
1000291	Cloak	黑布林皮制披风	Helfryn Leather Cloak	Hailbrin_Leather_Cloak	69	1
1000292	Cloak	夕阳芦苇皮制披风	Sunset Reed Leather Cloak	Reeddevil_Leather_Cloak	69	1
1000293	Cloak	暮色犬牙皮制披风	Duskfang Leather Cloak	Hemon_Vindel_Leather_Cloak	69	1
1000294	Cloak	灰狼皮制披风	Grey Wolf Leather Cloak	Mercenary_Leather_Cloak	69	1
1000295	Cloak	黄鼠狼皮制披风	Weasel Leather Cloak	Weasel_Leather_Cloak	69	1
1000296	Cloak	伊尼提姆皮制披风	Ynitium Leather Cloak	Inytium_Leather_Cloak	69	1
1000297	Cloak	小丑皮制披风	Jester Leather Cloak	Abyss_Surreal_Wolf_Leather_Cloak	69	1
1000298	Misc	黑狮子观察日志	Black Lion Observation Log	Friendly_Legendary_Animal_Book	65535	2
1000299	Cloak	冰冷之心板金披风	Frozen Heart Plate Cloak	Legendary_MarniGolem_Plate_Cloak	69	1
1000300	Cloak	焦灼火焰板金披风	Scorchflame Plate Cloak	Paphneil_PlateArmor_Cloak	69	1
1000301	Cloak	金色欲望板金披风	Golden Greed Plate Cloak	Golden_PlateArmor_Cloak	69	1
1000302	Cloak	白银板金披风	Silver Plate Cloak	Silver_PlateArmor_Cloak	69	1
1000303	Cloak	格罗特班特板金披风	Grotevant Cloak	WellsKnight_PlateArmor_Cloak	69	1
1000304	Consumable	弗蕾雅的高阶药剂	Freya's Greater Elixir	Potion_StatBuff_Tier3_0001	65535	2
1000305	Cloak	霜降诅咒板金披风	Frostcursed Plate Cloak	king_LostPeople_PlateArmor_Cloak	69	1
1000306	Cloak	法尔蒙板金披风	Ferman Plate Cloak	Makan_PlateArmor_Cloak	69	1
1000307	Cloak	切尔西亚板金披风	Chelcia Plate Cloak	Demeniss_PlateArmor_Cloak	69	1
1000308	Cloak	博尔顿板金披风	Bolton Plate Cloak	Bolton_PlateArmor_Cloak	69	1
1000309	Misc	维度融合实验动力核心	Dimensional Fusion Experimental Power Core	Item_troll_academy_Core	65535	2
1000310	Cloak	漆黑射手板金披风	Dark Marksman's Plate Cloak	Samuel_PlateArmor_Cloak	69	1
1000311	Cloak	冰霜之翼板金披风	Icewing Plate Cloak	Corvo_PlateArmor_Cloak	69	1
1000312	Cloak	不屈战士的板金披风	Unyielding Warrior's Plate Cloak	Pitspec_PlateArmor_Cloak	69	1
1000313	Cloak	坎塔板金披风	Canta Plate Cloak	Canta_PlateArmor_Cloak	69	1
1000314	Cloak	萨哈扎德板金披风	Sahazhad Plate Cloak	Sazahan_PlateArmor_Cloak	69	1
1000315	Cloak	被诅咒的灵魂板金披风	Plate Cloak of Cursed Soul	Redknight_PlateArmor_Cloak	69	1
1000316	Boots	嘟嘟鸟里西的鞋子	Kuku Rishi's Boots	Riesi_Boots_Upgrade	7	1
1000317	Cloak	友谊信念披风	Cloak of Loyal Friendship	Delesian_Friend_PlateArmor_Cloak	69	1
1000318	Cloak	沙漠掠夺者披风	Desert Marauder's Cloak	Desert_Harrier_PlateArmor_Cloak_I	69	1
1000319	ChestArmor	特鲁坎布制盔甲	Trukan Cloth Armor	OrcuMer_Fabric_Armor	5	1
1000320	Consumable	阿芙罗妮娅的高阶药剂	Apollonia's Greater Elixir	Potion_StatBuff_Tier3_0002	65535	2
1000321	Cloak	养蜂披风	Beekeeping Cloak	Optionary_Beekeeping_Cloak	69	1
1000322	ChestArmor	歌唱的鲶鱼号副船长的盔甲	The Singing Catfish Vice Captain's Armor	Pirate_Vice_Captain_Armor	5	1
1000323	Cloak	德梅尼斯礼仪用披风	Demeniss Ceremonial Cloak	Optionary_Demeniss_Soldier_Cloak	69	1
1000324	Cloak	伪装披风	Disguise Cloak	Optionary_Demeniss_Spy_Cloak	69	1
1000325	Cloak	哈尔修斯祭司披风	St. Halssius Priest's Cloak	Optionary_Monk_cloak	69	1
1000326	Cloak	埃尔南德宴会披风	Hernandian Banquet Cloak	Optionary_Hernand_Party_Cloak	69	1
1000327	Misc	玉米种子	Corn Seed	Corn_seed	65535	2
1000328	TwoHandWeapon	托马索警卫队匕首长枪	Tommaso Guard's Dagger-Tipped Spear	Tomaso_Soldiers_TwoHandSpear	21	1
1000329	Tool	算盘	Abacus	Abacus	95	1
1000330	Cloak	劳库斯布制披风	Lauques Cloth Cloak	Tartinan_Fabric_Cloak	69	1
1000331	Cloak	影叶披风	Shadowleaf Cloak	Optionary_Ent_Cloak	69	1
1000332	Helmet	休伯斯布制头盔	Hubus Cloth Cap	Hoobus_Fabric_Helm	4	1
1000333	ChestArmor	迪什雷特布制盔甲	Deshret Cloth Armor	Deshret_Soldier_Fabric_Armor	5	1
1000334	Boots	骷髅骑士追随者板金鞋子	Skull Knight Follower's Plate Boots	SkullKnight_Follower_Plate_Boots_I	7	1
1000335	Cloak	稻草人披风	Scarecrow Cloak	Scarecrow_Camouflage_Cloak	69	1
1000336	Misc	比吉奥内的功能	The Features of the Visione	MarniDragon_Visione	65535	2
1000337	Cloak	斯科拉斯敦学者服披风	Scholastone Cloak	Optionary_Scholar_Stone_cloak	69	1
1000338	Recipe	烹饪：鱼肉烤串	Recipe: Meat and Fish Skewers	Recipe_Meat_Fish_Sanjeok	65535	2
1000339	AbyssGear	被封印的阿比斯神器	Sealed Abyss Artifact	Sealed_Abyss_Artifact_0003	65535	2
1000340	Helmet	鹿形帽	Deer Hat	Deer_King_Follower_Leather_Helm	4	1
1000341	Helmet	浣熊布帽	Raccoon Cloth Hat	Raccoon_Fabric_Helm	4	1
1000342	Cloak	坚毅守护皮制披风	Ironwilled Guardian's Leather Cloak	Paulus_Basic_Leather_cloak	69	1
1000343	Cloak	野猪披风	Boar Cloak	Camouflage_Boar_Cloak	69	1
1000344	Helmet	白角皮制头盔	White Horn Leather Helm	WhiteHorn_Leather_Helm	4	1
1000345	ChestArmor	哥布林盗墓贼皮制盔甲	Grave Robber's Leather Armor	GraveRobber_Leather_Armor_I	5	1
1000346	ChestArmor	哥布林盗墓贼皮制盔甲	Grave Robber's Leather Armor	GraveRobber_Leather_Armor_II	5	1
1000347	ChestArmor	哥布林盗墓贼皮制盔甲	Grave Robber's Leather Armor	GraveRobber_Leather_Armor_III	5	1
1000348	ChestArmor	哥布林盗墓贼皮制盔甲	Grave Robber's Leather Armor	GraveRobber_Leather_Armor_IV	5	1
1000349	Helmet	豺狗帽	Jackals' Leather Helm	Jackal_Leather_Helm	4	1
1000350	ChestArmor	角斗士布制盔甲	Gladiator's Cloth Armor	Gladiator_Fabric_Armor	5	1
1000351	ChestArmor	角斗士布制盔甲	Gladiator's Cloth Armor	Gladiator_Fabric_Armor_I	5	1
1000352	ChestArmor	角斗士布制盔甲	Gladiator's Cloth Armor	Gladiator_Fabric_Armor_II	5	1
1000353	Gloves	角斗士布制手套	Gladiator Cloth Gloves	Gladiator_Fabric_Gloves_I	6	1
1000354	Boots	角斗士布制鞋子	Gladiator Cloth Boots	Gladiator_Fabric_Boots	7	1
1000355	ChestArmor	鹿王追随者皮制盔甲	Staglord Acolyte's Leather Armor	Deer_King_Follower_Leather_Armor	5	1
1000356	ChestArmor	布利德精英布制盔甲	Bleed Officer's Cloth Armor	Bleed_Bandits_Fabric_Armor	5	1
1000357	ChestArmor	鹿王追随者皮制盔甲	Staglord Acolyte's Leather Armor	Deer_King_Follower_Leather_Armor_II	5	1
1000358	ChestArmor	角斗士皮制盔甲	Gladiator Leather Armor	Gladiator_Leather_Armor	5	1
1000359	Boots	巨魔角斗士皮制鞋子	Troll Gladiator's Leather Boots	Gladiator_Leather_Boots	7	1
1000360	Helmet	巨魔角斗士板金头盔	Troll Gladiator's Plate Helm	Mercenary_PlateArmor_Helm	4	1
1000361	Helmet	角斗士荆棘板金头盔	Gladiator's Thorn Plate Helm	Mercenary_PlateArmor_Helm_I	4	1
1000362	Helmet	角斗士老鼠板金头盔	Gladiator's Rat Plate Helm	Mercenary_PlateArmor_Helm_II	4	1
1000363	Helmet	角斗士利爪板金头盔	Gladiator's Rake Plate Helm	Mercenary_PlateArmor_Helm_III	4	1
1000364	Gloves	角斗士板金手套	Gladiator Plate Gloves	Gladiator_PlateArmor_Gloves_I	6	1
1000365	Boots	角斗士板金鞋子	Gladiator Plate Boots	Gladiator_Plate_Boots	7	1
1000366	TwoHandWeapon	奴隶角斗士烙铁长枪	Slave Gladiator Branding Spear	Gladiator_Stigma_TwoHandSpear	21	1
1000367	ChestArmor	角斗士布制盔甲	Gladiator's Cloth Armor	Gladiator_Fabric_Armor_III	5	1
1000368	Boots	角斗士皮制鞋子	Gladiator's Leather Boots	Gladiator_Leather_Boots_II	7	1
1000369	Helmet	地狱猎犬皮制头盔	Hellhound Leather Helm	Hellhonds_Leather_Helm	4	1
1000370	Backpack	熊背囊	Bear Pack	Bear_BackPack	66	1
1000371	ChestArmor	卡利班部队长板金盔甲	Caliburn's Captain Plate Armor	MiddleBoss_Caliburn_BlackTower_PlateArmor_Armor	5	1
1000372	Misc	子弹	Bullet	Bullet	65535	2
1000373	Cloak	无名贤者皮制披风	Nameless Sage's Leather Cloak	NoName_Wiseman_Leather_Cloak	69	1
1000374	TwoHandWeapon	嘟嘟鸟长枪	Kuku Spear	KuKu_Pot_TwoHandSpear	21	1
1000375	Gloves	无名贤者的皮制手套	Nameless Sage's Leather Gloves	NoName_Wiseman_Leather_Gloves_I	6	1
1000376	ChestArmor	独臂豺狗皮制盔甲	One-Armed Jackals' Leather Armor	Ludvic_OneArmed_Leather_Armor	5	1
1000377	Consumable	梅莉娅拉的高阶药剂	Meliara's Greater Elixir	Potion_StatBuff_Tier3_0003	65535	2
1000378	Helmet	乌鸦板金头盔	Crow Plate Helm	Crow_PlateArmor_Helm	4	1
1000379	TwoHandWeapon	亡王之誓	Vow of the Dead King	DarknessKing_TwoHandAlebard	33	1
1000380	Helmet	冰冷黑暗板金头盔	Plate Helm of the Shadows	DarknessKing_PlateArmor_Helm	4	1
1000381	Gloves	冰冷黑暗板金手套	Plate Gloves of the Shadows	DarknessKing_PlateArmor_Gloves	6	1
1000382	Boots	冰冷黑暗板金鞋子	Plate Boots of the Shadows	DarknessKing_PlateArmor_Boots	7	1
1000383	Cloak	冰冷黑暗板金披风	Plate Cloak of the Shadows	DarknessKing_PlateArmor_Cloak	69	1
1000384	ChestArmor	箭术教官盔甲	Arrow Skill Instructor Armor	Arrow_Technique_Instructor_Leather_Armor	5	1
1000385	ChestArmor	莫尔格伦布制盔甲	Morgren Cloth Armor	Morgren_Fabric_Armor	5	1
1000386	Misc	失踪的牛的下落	Missing Cows	Visione_Chip_Bremer	65535	2
1000387	Misc	断角山羊	Hornless Goats	Visione_Chip_Ibano	65535	2
1000388	Misc	动物小偷窝点	Lair of Animal Thieves	Visione_Chip_ThiefCave	65535	2
1000389	Tool	记事本	Notepad	Notepad	95	1
1000390	Tool	羽毛笔	Feather Pen	Feather_Pen	95	1
1000391	Quest	黄金之星动力核心	Golden Star's Power Core	Quest_GoldenStar_key	65535	2
1000392	Consumable	赫丁的高阶药剂	Haiden's Greater Elixir	Potion_StatBuff_Tier3_0004	65535	2
1000393	Quest	魅狐的信	Maegu's Letter	Quest_Mague_Letter	65535	2
1000394	Shield	德梅尼斯亲卫队盾牌	Demeniss Royal Guard Shield	Demeniss_Guard_Shield	1	1
1000395	Shield	德梅尼斯银饰盾牌	Demenissian Silver-Decorated Shield	Damian_OneHandShield_IV	2	1
1000396	Misc	恩赛特蕉	Enset	Item_Rare_Collect_Ensete	65535	2
1000397	Misc	百年草	Prickly Pear	Item_Rare_Collect_opuntia	65535	2
1000398	Misc	白花苋	Chaya	Item_Rare_Collect_Chaya	65535	2
1000399	Misc	冰霜魔弹	Ice Magic Bullet	MagicBullet_Ice	65535	2
1000400	Misc	苋菜	Amaranth	Item_Rare_Collect_amaranth	65535	2
1000401	Recipe	世界双手武器全集 · 第1卷	Two-Handed Weapons of the World, Vol. I	Recipe_Book_TwoHandWeapon_I	65535	2
1000402	Recipe	世界双手武器全集 · 第2卷	Two-Handed Weapons of the World, Vol. II	Recipe_Book_TwoHandWeapon_II	65535	2
1000403	Recipe	世界双手武器全集 · 第3卷	Two-Handed Weapons of the World, Vol. III	Recipe_Book_TwoHandWeapon_III	65535	2
1000404	Recipe	世界双手武器全集 · 第4卷	Two-Handed Weapons of the World, Vol. IV	Recipe_Book_TwoHandWeapon_IV	65535	2
1000405	Recipe	世界远程武器 - 弓箭全集 · 第1卷	Ranged Weapons of the World - Bows, Vol. I	Recipe_Book_RangeWeapon_Wood_I	65535	2
1000406	Recipe	世界远程武器 - 弓箭全集 · 第2卷	Ranged Weapons of the World - Bows, Vol. II	Recipe_Book_RangeWeapon_Wood_II	65535	2
1000407	Recipe	世界远程武器 - 弓箭全集 · 第3卷	Ranged Weapons of the World - Bows, Vol. III	Recipe_Book_RangeWeapon_Wood_III	65535	2
1000408	Recipe	世界远程武器 - 弓箭全集 · 第4卷	Ranged Weapons of the World - Bows, Vol. IV	Recipe_Book_RangeWeapon_Wood_IV	65535	2
1000409	Recipe	世界远程武器 - 枪全集 · 第1卷	Ranged Weapons of the World - Guns, Vol. I	Recipe_Book_RangeWeapon_Metal_I	65535	2
1000410	Recipe	世界远程武器 - 枪全集 · 第2卷	Ranged Weapons of the World - Guns, Vol. II	Recipe_Book_RangeWeapon_Metal_II	65535	2
1000411	Recipe	世界远程武器 - 枪全集 · 第3卷	Ranged Weapons of the World - Guns, Vol. III	Recipe_Book_RangeWeapon_Metal_III	65535	2
1000412	Earring	褪色的耳环	Faded Earring	Earring_Tier2_I	8	1
1000413	Recipe	世界远程武器 - 枪全集 · 第4卷	Ranged Weapons of the World - Guns, Vol. IV	Recipe_Book_RangeWeapon_Metal_IV	65535	2
1000414	Recipe	世界盾牌全集 · 第1卷	Shields of the World, Vol. I	Recipe_Book_OneHandShield_I	65535	2
1000415	Recipe	世界盾牌全集 · 第2卷	Shields of the World, Vol. II	Recipe_Book_OneHandShield_II	65535	2
1000416	Misc	黑暗魔弹	Dark Magic Bullet	MagicBullet_DarkBall	65535	2
1000417	Recipe	世界盾牌全集 · 第3卷	Shields of the World, Vol. III	Recipe_Book_OneHandShield_III	65535	2
1000418	Recipe	世界盾牌全集 · 第4卷	Shields of the World, Vol. IV	Recipe_Book_OneHandShield_IV	65535	2
1000419	Recipe	世界板金防具全集 · 第1卷	Plate Armors of the World, Vol. I	Recipe_Book_PlateArmor_I	65535	2
1000420	Recipe	世界板金防具全集 · 第2卷	Plate Armors of the World, Vol. II	Recipe_Book_PlateArmor_II	65535	2
1000421	Recipe	世界板金防具全集 · 第3卷	Plate Armors of the World, Vol. III	Recipe_Book_PlateArmor_III	65535	2
1000422	Recipe	世界板金防具全集 · 第4卷	Plate Armors of the World, Vol. IV	Recipe_Book_PlateArmor_IV	65535	2
1000423	AbyssGear	被封印的阿比斯神器	Sealed Abyss Artifact	Sealed_Abyss_Artifact_0009	65535	2
1000424	Backpack	嘟嘟鸟通信背囊 999K	Kuku Transmission 999K Pack	KuKu_Golden999K	66	1
1000425	Recipe	嘟嘟鸟通信背囊999K制作配方	Kuku Communicative Pack Blueprint	CraftingRecipe_Kuku_Golden999K	65535	2
1000426	Recipe	齿轮制作方法：破裂	Gear Blueprint: Shatter	Recipe_Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_PlateArmor_LV1	65535	2
1000427	HorseGear	贝拉克马面	Velok Champron	Bellac_HorseArmor_Helm	61	1
1000428	Recipe	世界皮制防具全集 · 第1卷	Leather Armors of the World, Vol. I	Recipe_Book_LeatherArmor_I	65535	2
1000429	Misc	电魔弹	Lightning Magic Bullet	MagicBullet_Electric	65535	2
1000430	Recipe	世界皮制防具全集 · 第2卷	Leather Armors of the World, Vol. II	Recipe_Book_LeatherArmor_II	65535	2
1000431	Misc	淡水贝	Freshwater Clam	Item_Rare_Collect_RazorClam_01	65535	2
1000432	Recipe	世界皮制防具全集 · 第3卷	Leather Armors of the World, Vol. III	Recipe_Book_LeatherArmor_III	65535	2
1000433	Recipe	世界皮制防具全集 · 第4卷	Leather Armors of the World, Vol. IV	Recipe_Book_LeatherArmor_IV	65535	2
1000434	Recipe	世界布制防具全集 · 第1卷	Cloth Armors of the World, Vol. I	Recipe_Book_FabricArmor_I	65535	2
1000435	Recipe	世界布制防具全集 · 第2卷	Cloth Armors of the World, Vol. II	Recipe_Book_FabricArmor_II	65535	2
1000436	Recipe	世界布制防具全集 · 第3卷	Cloth Armors of the World, Vol. III	Recipe_Book_FabricArmor_III	65535	2
1000437	Recipe	世界布制防具全集 · 第4卷	Cloth Armors of the World, Vol. IV	Recipe_Book_FabricArmor_IV	65535	2
1000438	Helmet	蜥蜴皮制头盔	Lizard Leather Helm	Wyvern_Leather_Helm	4	1
1000439	TwoHandWeapon	卡利班小型旗帜	Small Caliburn's Banner Pike	Caliburn_Flag	23	1
